레벨,굴러숭이,불꽃숭이,진불꽃숭이,통나무숭이,바위숭이,폭탄숭이,소환숭이,주술사숭이,제사장숭이,숭오공,도사숭이,제천대숭,골렘숭이,골렘숭이mk.2,자이언트숭,양손,바구니,노가다,수레,유모차,마차,자전거,툭툭이,오토바이,카피바라,타조,코끼리,열기구,비행기,UFO
193,71685 ,1702517 ,923265194322 ,18817291 ,925460903384 ,1417585397589 ,1132621716411 ,6784081499166 ,6893598453337350 ,2288899456012 ,180923774335834 ,12499047172419600 ,5467663554835600 ,7107888770604830 ,32983675793637800 ,71685 ,1702517 ,923265194322 ,18817291 ,925460903384 ,1417585397589 ,1132621716411 ,6784081499166 ,6893598453337350 ,2288899456012 ,180923774335834 ,12499047172419600 ,5467663554835600 ,7107888770604830 ,32983675793637800 
194,74552 ,1770617 ,960195802095 ,19569983 ,962479339519 ,1474288813493 ,1177926585067 ,7055444759133 ,7169342391470850 ,2380455434253 ,188160725309268 ,12999009059316400 ,5686370097029020 ,7392204321429030 ,34303022825383400 ,74552 ,1770617 ,960195802095 ,19569983 ,962479339519 ,1474288813493 ,1177926585067 ,7055444759133 ,7169342391470850 ,2380455434253 ,188160725309268 ,12999009059316400 ,5686370097029020 ,7392204321429030 ,34303022825383400 
195,77534 ,1841442 ,998603634179 ,20352782 ,1000978513100 ,1533260366032 ,1225043648470 ,7337662549498 ,7456116087129680 ,2475673651623 ,195687154321639 ,13518969421689000 ,5913824900910180 ,7687892494286190 ,35675143738398700 ,77534 ,1841442 ,998603634179 ,20352782 ,1000978513100 ,1533260366032 ,1225043648470 ,7337662549498 ,7456116087129680 ,2475673651623 ,195687154321639 ,13518969421689000 ,5913824900910180 ,7687892494286190 ,35675143738398700 
196,80636 ,1915100 ,1038547779546 ,21166893 ,1041017653624 ,1594590780674 ,1274045394409 ,7631169051478 ,7754360730614870 ,2574700597688 ,203514640494504 ,14059728198556600 ,6150377896946590 ,7995408194057640 ,37102149487934600 ,80636 ,1915100 ,1038547779546 ,21166893 ,1041017653624 ,1594590780674 ,1274045394409 ,7631169051478 ,7754360730614870 ,2574700597688 ,203514640494504 ,14059728198556600 ,6150377896946590 ,7995408194057640 ,37102149487934600 
197,83861 ,1991704 ,1080089690728 ,22013569 ,1082658359769 ,1658374411901 ,1325007210185 ,7936415813537 ,8064535159839460 ,2677688621595 ,211655226114284 ,14622117326498900 ,6396393012824450 ,8315224521819940 ,38586235467452000 ,83861 ,1991704 ,1080089690728 ,22013569 ,1082658359769 ,1658374411901 ,1325007210185 ,7936415813537 ,8064535159839460 ,2677688621595 ,211655226114284 ,14622117326498900 ,6396393012824450 ,8315224521819940 ,38586235467452000 
198,87216 ,2071372 ,1123293278357 ,22894112 ,1125964694160 ,1724709388377 ,1378007498592 ,8253872446078 ,8387116566233040 ,2784796166459 ,220121435158856 ,15207002019558800 ,6652248733337430 ,8647833502692740 ,40129684886150100 ,87216 ,2071372 ,1123293278357 ,22894112 ,1125964694160 ,1724709388377 ,1378007498592 ,8253872446078 ,8387116566233040 ,2784796166459 ,220121435158856 ,15207002019558800 ,6652248733337430 ,8647833502692740 ,40129684886150100 
199,90704 ,2154227 ,1168225009492 ,23809876 ,1171003281926 ,1793697763912 ,1433127798536 ,8584027343922 ,8722601228882360 ,2896188013118 ,228926292565210 ,15815282100341200 ,6918338682670930 ,8993746842800450 ,41734872281596100 ,90704 ,2154227 ,1168225009492 ,23809876 ,1171003281926 ,1793697763912 ,1433127798536 ,8584027343922 ,8722601228882360 ,2896188013118 ,228926292565210 ,15815282100341200 ,6918338682670930 ,8993746842800450 ,41734872281596100 
200,94332 ,2240396 ,1214954009871 ,24762271 ,1217843413203 ,1865445674468 ,1490452910478 ,8927388437678 ,9071505278037660 ,3012035533642 ,238083344267818 ,16447893384354800 ,7195072229977770 ,9353496716512470 ,43404267172860000 ,94332 ,2240396 ,1214954009871 ,24762271 ,1217843413203 ,1865445674468 ,1490452910478 ,8927388437678 ,9071505278037660 ,3012035533642 ,238083344267818 ,16447893384354800 ,7195072229977770 ,9353496716512470 ,43404267172860000 
201,98106 ,2330012 ,1263552170266 ,25752762 ,1266557149732 ,1940063501447 ,1550071026897 ,9284483975186 ,9434365489159170 ,3132516954988 ,247606678038531 ,17105809119729000 ,7482875119176880 ,9727636585172970 ,45140437859774400 ,98106 ,2330012 ,1263552170266 ,25752762 ,1266557149732 ,1940063501447 ,1550071026897 ,9284483975186 ,9434365489159170 ,3132516954988 ,247606678038531 ,17105809119729000 ,7482875119176880 ,9727636585172970 ,45140437859774400 
202,102030 ,2423212 ,1314094257077 ,26782873 ,1317219435721 ,2017666041505 ,1612073867973 ,9655863334193 ,9811740108725530 ,3257817633188 ,257510945160072 ,17790041484518200 ,7782190123943950 ,10116742048579900 ,46946055374165300 ,102030 ,2423212 ,1314094257077 ,26782873 ,1317219435721 ,2017666041505 ,1612073867973 ,9655863334193 ,9811740108725530 ,3257817633188 ,257510945160072 ,17790041484518200 ,7782190123943950 ,10116742048579900 ,46946055374165300 
203,106111 ,2520141 ,1366658027360 ,27854188 ,1369908213150 ,2098372683165 ,1676556822691 ,10042097867561 ,10204209713074600 ,3388130338515 ,267811382966475 ,18501643143898900 ,8093477728901710 ,10521411730523100 ,48823897589132000 ,106111 ,2520141 ,1366658027360 ,27854188 ,1369908213150 ,2098372683165 ,1676556822691 ,10042097867561 ,10204209713074600 ,3388130338515 ,267811382966475 ,18501643143898900 ,8093477728901710 ,10521411730523100 ,48823897589132000 
204,110356 ,2620946 ,1421324348454 ,28968355 ,1424704541676 ,2182307590492 ,1743619095599 ,10443781782263 ,10612378101597500 ,3523655552056 ,278523838285134 ,19241708869654900 ,8417216838057780 ,10942268199744000 ,50776853492697200 ,110356 ,2620946 ,1421324348454 ,28968355 ,1424704541676 ,2182307590492 ,1743619095599 ,10443781782263 ,10612378101597500 ,3523655552056 ,278523838285134 ,19241708869654900 ,8417216838057780 ,10942268199744000 ,50776853492697200 
205,114770 ,2725784 ,1478177322392 ,30127089 ,1481692723343 ,2269599894111 ,1813363859423 ,10861533053554 ,11036873225661400 ,3664601774138 ,289664791816540 ,20011377224441100 ,8753905511580090 ,11379958927733800 ,52807927632405100 ,114770 ,2725784 ,1478177322392 ,30127089 ,1481692723343 ,2269599894111 ,1813363859423 ,10861533053554 ,11036873225661400 ,3664601774138 ,289664791816540 ,20011377224441100 ,8753905511580090 ,11379958927733800 ,52807927632405100 
206,119361 ,2834816 ,1537304415288 ,31332173 ,1540960432276 ,2360383889876 ,1885898413800 ,11295994375696 ,11478348154687900 ,3811185845103 ,301251383489201 ,20811832313418700 ,9104061732043300 ,11835157284843100 ,54920244737701300 ,119361 ,2834816 ,1537304415288 ,31332173 ,1540960432276 ,2360383889876 ,1885898413800 ,11295994375696 ,11478348154687900 ,3811185845103 ,301251383489201 ,20811832313418700 ,9104061732043300 ,11835157284843100 ,54920244737701300 
207,124135 ,2948208 ,1598796591900 ,32585460 ,1602598849567 ,2454799245471 ,1961334350352 ,11747834150724 ,11937482080875400 ,3963633278907 ,313301438828769 ,21644305605955500 ,9468224201325030 ,12308563576236800 ,57117054527209400 ,124135 ,2948208 ,1598796591900 ,32585460 ,1602598849567 ,2454799245471 ,1961334350352 ,11747834150724 ,11937482080875400 ,3963633278907 ,313301438828769 ,21644305605955500 ,9468224201325030 ,12308563576236800 ,57117054527209400 
208,129100 ,3066137 ,1662748455576 ,33888878 ,1666702803550 ,2552991215290 ,2039787724366 ,12217747516753 ,12414981364110400 ,4122178610064 ,325833496381920 ,22510077830193700 ,9846953169378030 ,12800906119286300 ,59401736708297800 ,129100 ,3066137 ,1662748455576 ,33888878 ,1666702803550 ,2552991215290 ,2039787724366 ,12217747516753 ,12414981364110400 ,4122178610064 ,325833496381920 ,22510077830193700 ,9846953169378030 ,12800906119286300 ,59401736708297800 
209,134265 ,3188782 ,1729258393799 ,35244433 ,1733370915692 ,2655110863901 ,2121379233341 ,12706457417423 ,12911580618674800 ,4287065754466 ,338866836237197 ,23410480943401400 ,10240831296153200 ,13312942364057800 ,61777806176629700 ,134265 ,3188782 ,1729258393799 ,35244433 ,1733370915692 ,2655110863901 ,2121379233341 ,12706457417423 ,12911580618674800 ,4287065754466 ,338866836237197 ,23410480943401400 ,10240831296153200 ,13312942364057800 ,61777806176629700 
210,139635 ,3316333 ,1798428729551 ,36654211 ,1802705752320 ,2761315298457 ,2206234402674 ,13214715714120 ,13428043843421800 ,4458548384645 ,352421509686685 ,24346900181137500 ,10650464547999300 ,13845460058620100 ,64248918423694900 ,139635 ,3316333 ,1798428729551 ,36654211 ,1802705752320 ,2761315298457 ,2206234402674 ,13214715714120 ,13428043843421800 ,4458548384645 ,352421509686685 ,24346900181137500 ,10650464547999300 ,13845460058620100 ,64248918423694900 
211,145220 ,3448987 ,1870365878733 ,38120379 ,1874813982413 ,2871767910396 ,2294483778781 ,13743304342684 ,13965165597158700 ,4636890320031 ,366518370074152 ,25320776188383000 ,11076483129919300 ,14399278460964900 ,66818875160642700 ,145220 ,3448987 ,1870365878733 ,38120379 ,1874813982413 ,2871767910396 ,2294483778781 ,13743304342684 ,13965165597158700 ,4636890320031 ,366518370074152 ,25320776188383000 ,11076483129919300 ,14399278460964900 ,66818875160642700 
212,151029 ,3586946 ,1945180513882 ,39645194 ,1949806541709 ,2986638626811 ,2386263129933 ,14293036516392 ,14523772221045100 ,4822365932832 ,381179104877118 ,26333607235918300 ,11519542455116000 ,14975249599403500 ,69491630167068400 ,151029 ,3586946 ,1945180513882 ,39645194 ,1949806541709 ,2986638626811 ,2386263129933 ,14293036516392 ,14523772221045100 ,4822365932832 ,381179104877118 ,26333607235918300 ,11519542455116000 ,14975249599403500 ,69491630167068400 
213,157070 ,3730424 ,2022987734437 ,41231002 ,2027798803378 ,3106104171884 ,2481713655130 ,14864757977047 ,15104723109886900 ,5015260570145 ,396426269072203 ,27386951525355000 ,11980324153320700 ,15574259583379600 ,72271295373751100 ,157070 ,3730424 ,2022987734437 ,41231002 ,2027798803378 ,3106104171884 ,2481713655130 ,14864757977047 ,15104723109886900 ,5015260570145 ,396426269072203 ,27386951525355000 ,11980324153320700 ,15574259583379600 ,72271295373751100 
214,163353 ,3879641 ,2103907243815 ,42880242 ,2108910755513 ,3230348338759 ,2580982201335 ,15459348296129 ,15708912034282300 ,5215870992951 ,412283319835091 ,28482429586369200 ,12459537119453500 ,16197229966714800 ,75162147188701200 ,163353 ,3879641 ,2103907243815 ,42880242 ,2108910755513 ,3230348338759 ,2580982201335 ,15459348296129 ,15708912034282300 ,5215870992951 ,412283319835091 ,28482429586369200 ,12459537119453500 ,16197229966714800 ,75162147188701200 
215,169887 ,4034827 ,2188063533567 ,44595452 ,2193267185733 ,3359562272310 ,2684221489388 ,16077722227975 ,16337268515653600 ,5424505832669 ,428774652628495 ,29621726769824000 ,12957918604231600 ,16845119165383400 ,78168633076249200 ,169887 ,4034827 ,2188063533567 ,44595452 ,2193267185733 ,3359562272310 ,2684221489388 ,16077722227975 ,16337268515653600 ,5424505832669 ,428774652628495 ,29621726769824000 ,12957918604231600 ,16845119165383400 ,78168633076249200 
216,176683 ,4196220 ,2275586074910 ,46379270 ,2280997873162 ,3493944763202 ,2791590348964 ,16720831117094 ,16990759256279800 ,5641486065976 ,445925638733635 ,30806595840617000 ,13476235348400900 ,17518923931998700 ,81295378399299200 ,176683 ,4196220 ,2275586074910 ,46379270 ,2280997873162 ,3493944763202 ,2791590348964 ,16720831117094 ,16990759256279800 ,5641486065976 ,445925638733635 ,30806595840617000 ,13476235348400900 ,17518923931998700 ,81295378399299200 
217,183750 ,4364068 ,2366609517906 ,48234441 ,2372237788089 ,3633702553730 ,2903253962923 ,17389664361777 ,17670389626531000 ,5867145508615 ,463762664282980 ,32038859674241700 ,14015284762336900 ,18219680889278700 ,84547193535271200 ,183750 ,4364068 ,2366609517906 ,48234441 ,2372237788089 ,3633702553730 ,2903253962923 ,17389664361777 ,17670389626531000 ,5867145508615 ,463762664282980 ,32038859674241700 ,14015284762336900 ,18219680889278700 ,84547193535271200 
218,191100 ,4538631 ,2461273898623 ,50163818 ,2467127299613 ,3779050655879 ,3019384121439 ,18085250936248 ,18377205211592200 ,6101831328960 ,482313170854299 ,33320414061211300 ,14575896152830400 ,18948468124849800 ,87929081276682000 ,191100 ,4538631 ,2461273898623 ,50163818 ,2467127299613 ,3779050655879 ,3019384121439 ,18085250936248 ,18377205211592200 ,6101831328960 ,482313170854299 ,33320414061211300 ,14575896152830400 ,18948468124849800 ,87929081276682000 
219,198744 ,4720176 ,2559724854568 ,52170371 ,2565812391597 ,3930212682114 ,3140159486297 ,18808660973698 ,19112293420055900 ,6345904582118 ,501605697688471 ,34653230623659800 ,15158931998943600 ,19706406849843800 ,91446244527749300 ,198744 ,4720176 ,2559724854568 ,52170371 ,2565812391597 ,3930212682114 ,3140159486297 ,18808660973698 ,19112293420055900 ,6345904582118 ,501605697688471 ,34653230623659800 ,15158931998943600 ,19706406849843800 ,91446244527749300 
220,206694 ,4908984 ,2662113848750 ,54257186 ,2668444887261 ,4087421189399 ,3265765865749 ,19561007412646 ,19876785156858100 ,6599740765403 ,521669925596010 ,36039359848606200 ,15765289278901400 ,20494663123837600 ,95104094308859200 ,206694 ,4908984 ,2662113848750 ,54257186 ,2668444887261 ,4087421189399 ,3265765865749 ,19561007412646 ,19876785156858100 ,6599740765403 ,521669925596010 ,36039359848606200 ,15765289278901400 ,20494663123837600 ,95104094308859200 
221,214962 ,5105343 ,2768598402700 ,56427474 ,2775182682751 ,4250918036975 ,3396396500379 ,20343447709152 ,20671856563132500 ,6863730396019 ,542536722619851 ,37480934242550400 ,16395900850057400 ,21314449648791100 ,98908258081213600 ,214962 ,5105343 ,2768598402700 ,56427474 ,2775182682751 ,4250918036975 ,3396396500379 ,20343447709152 ,20671856563132500 ,6863730396019 ,542536722619851 ,37480934242550400 ,16395900850057400 ,21314449648791100 ,98908258081213600 
222,223560 ,5309557 ,2879342338808 ,58684572 ,2886189990061 ,4420954758454 ,3532252360394 ,21157185617518 ,21498730825657800 ,7138279611859 ,564238191524645 ,38980171612252400 ,17051736884059700 ,22167027634742700 ,102864588404462000 ,223560 ,5309557 ,2879342338808 ,58684572 ,2886189990061 ,4420954758454 ,3532252360394 ,21157185617518 ,21498730825657800 ,7138279611859 ,564238191524645 ,38980171612252400 ,17051736884059700 ,22167027634742700 ,102864588404462000 
223,232503 ,5521939 ,2994516032361 ,61031955 ,3001637589664 ,4597792948792 ,3673542454810 ,22003473042219 ,22358680058684100 ,7423810796334 ,586807719185631 ,40539378476742500 ,17733806359422100 ,23053708740132500 ,106979171940641000 ,232503 ,5521939 ,2994516032361 ,61031955 ,3001637589664 ,4597792948792 ,3673542454810 ,22003473042219 ,22358680058684100 ,7423810796334 ,586807719185631 ,40539378476742500 ,17733806359422100 ,23053708740132500 ,106979171940641000 
224,241803 ,5742816 ,3114296673655 ,63473234 ,3121703093250 ,4781704666744 ,3820484153002 ,22883611963908 ,23253027261031400 ,7720763228187 ,610280027953056 ,42160953615812200 ,18443158613799000 ,23975857089737800 ,111258338818266000 ,241803 ,5742816 ,3114296673655 ,63473234 ,3121703093250 ,4781704666744 ,3820484153002 ,22883611963908 ,23253027261031400 ,7720763228187 ,610280027953056 ,42160953615812200 ,18443158613799000 ,23975857089737800 ,111258338818266000 
225,251475 ,5972529 ,3238868540601 ,66012163 ,3246571216980 ,4972972853414 ,3973303519122 ,23798956442464 ,24183148351472700 ,8029593757315 ,634691229071178 ,43847391760444700 ,19180884958351000 ,24934891373327300 ,115708672370997000 ,251475 ,5972529 ,3238868540601 ,66012163 ,3246571216980 ,4972972853414 ,3973303519122 ,23798956442464 ,24183148351472700 ,8029593757315 ,634691229071178 ,43847391760444700 ,19180884958351000 ,24934891373327300 ,115708672370997000 
226,261534 ,6211430 ,3368423282225 ,68652649 ,3376434065660 ,5171891767550 ,4132235659887 ,24750914700163 ,25150474285531600 ,8350777507607 ,660078878234025 ,45601287430862500 ,19948120356685000 ,25932287028260400 ,120337019265837000 ,261534 ,6211430 ,3368423282225 ,68652649 ,3376434065660 ,5171891767550 ,4132235659887 ,24750914700163 ,25150474285531600 ,8350777507607 ,660078878234025 ,45601287430862500 ,19948120356685000 ,25932287028260400 ,120337019265837000 
227,271995 ,6459887 ,3503160213514 ,71398755 ,3511491428286 ,5378767438252 ,4297525086283 ,25740951288169 ,26156493256952900 ,8684808607912 ,686482033363386 ,47425338928097000 ,20746045170952400 ,26969578509390800 ,125150500036470000 ,271995 ,6459887 ,3503160213514 ,71398755 ,3511491428286 ,5378767438252 ,4297525086283 ,25740951288169 ,26156493256952900 ,8684808607912 ,686482033363386 ,47425338928097000 ,20746045170952400 ,26969578509390800 ,125150500036470000 
228,282875 ,6718283 ,3643286622055 ,74254706 ,3651951085417 ,5593918135782 ,4469426089734 ,26770589339696 ,27202752987231000 ,9032200952228 ,713941314697922 ,49322352485220900 ,21575886977790500 ,28048361649766400 ,130156520037929000 ,282875 ,6718283 ,3643286622055 ,74254706 ,3651951085417 ,5593918135782 ,4469426089734 ,26770589339696 ,27202752987231000 ,9032200952228 ,713941314697922 ,49322352485220900 ,21575886977790500 ,28048361649766400 ,130156520037929000 
229,294190 ,6987014 ,3789018086937 ,77224894 ,3798029128834 ,5817674861213 ,4648203133323 ,27841412913284 ,28290863106720200 ,9393488990317 ,742498967285839 ,51295246584629700 ,22438922456902100 ,29170296115757100 ,135362780839446000 ,294190 ,6987014 ,3789018086937 ,77224894 ,3798029128834 ,5817674861213 ,4648203133323 ,27841412913284 ,28290863106720200 ,9393488990317 ,742498967285839 ,51295246584629700 ,22438922456902100 ,29170296115757100 ,135362780839446000 
230,305958 ,7266495 ,3940578810415 ,80313890 ,3949950293987 ,6050381855662 ,4834131258656 ,28955069429815 ,29422497630989000 ,9769228549930 ,772198925977272 ,53347056448014900 ,23336479355178200 ,30337107960387300 ,140777292073024000 ,305958 ,7266495 ,3940578810415 ,80313890 ,3949950293987 ,6050381855662 ,4834131258656 ,28955069429815 ,29422497630989000 ,9769228549930 ,772198925977272 ,53347056448014900 ,23336479355178200 ,30337107960387300 ,140777292073024000 
231,318196 ,7557155 ,4098201962831 ,83526445 ,4107948305747 ,6292397129888 ,5027496509002 ,30113272207008 ,30599397536228600 ,10159997691927 ,803086883016363 ,55480938705935500 ,24269938529385300 ,31550592278802800 ,146408383755945000 ,318196 ,7557155 ,4098201962831 ,83526445 ,4107948305747 ,6292397129888 ,5027496509002 ,30113272207008 ,30599397536228600 ,10159997691927 ,803086883016363 ,55480938705935500 ,24269938529385300 ,31550592278802800 ,146408383755945000 
232,330924 ,7859441 ,4262130041344 ,86867503 ,4272266237977 ,6544093015084 ,5228596369363 ,31317803095288 ,31823373437677800 ,10566397599604 ,835210358337018 ,57700176254173000 ,25240736070560700 ,32812615969955000 ,152264719106183000 ,330924 ,7859441 ,4262130041344 ,86867503 ,4272266237977 ,6544093015084 ,5228596369363 ,31317803095288 ,31823373437677800 ,10566397599604 ,835210358337018 ,57700176254173000 ,25240736070560700 ,32812615969955000 ,152264719106183000 
233,344161 ,8173818 ,4432615242998 ,90342203 ,4443156887496 ,6805856735687 ,5437740224137 ,32570515219099 ,33096308375184900 ,10989053503588 ,868618772670498 ,60008183304339900 ,26250365513383200 ,34125120608753200 ,158355307870430000 ,344161 ,8173818 ,4432615242998 ,90342203 ,4443156887496 ,6805856735687 ,5437740224137 ,32570515219099 ,33096308375184900 ,10989053503588 ,868618772670498 ,60008183304339900 ,26250365513383200 ,34125120608753200 ,158355307870430000 
234,357927 ,8500771 ,4609919852718 ,93955891 ,4620883162996 ,7078091005115 ,5655249833103 ,33873335827863 ,34420160710192300 ,11428615643732 ,903363523577318 ,62408510636513500 ,27300380133918500 ,35490125433103300 ,164689520185247000 ,357927 ,8500771 ,4609919852718 ,93955891 ,4620883162996 ,7078091005115 ,5655249833103 ,33873335827863 ,34420160710192300 ,11428615643732 ,903363523577318 ,62408510636513500 ,27300380133918500 ,35490125433103300 ,164689520185247000 
235,372244 ,8840802 ,4794316646827 ,97714127 ,4805718489516 ,7361214645319 ,5881459826427 ,35228269260978 ,35796967138600000 ,11885760269481 ,939498064520411 ,64904851061974000 ,28392395339275200 ,36909730450427400 ,171277100992657000 ,372244 ,8840802 ,4794316646827 ,97714127 ,4805718489516 ,7361214645319 ,5881459826427 ,35228269260978 ,35796967138600000 ,11885760269481 ,939498064520411 ,64904851061974000 ,28392395339275200 ,36909730450427400 ,171277100992657000 
236,387134 ,9194434 ,4986089312700 ,101622692 ,4997947229096 ,7655663231132 ,6116718219484 ,36637400031417 ,37228845824144000 ,12361190680260 ,977077987101228 ,67501045104453000 ,29528091152846300 ,38386119668444500 ,178128185032364000 ,387134 ,9194434 ,4986089312700 ,101622692 ,4997947229096 ,7655663231132 ,6116718219484 ,36637400031417 ,37228845824144000 ,12361190680260 ,977077987101228 ,67501045104453000 ,29528091152846300 ,38386119668444500 ,178128185032364000 
237,402619 ,9562211 ,5185532885208 ,105687600 ,5197865118260 ,7961889760378 ,6361386948263 ,38102896032674 ,38717999657109700 ,12855638307471 ,1016161106585280 ,70201086908631100 ,30709214798960100 ,39921564455182300 ,185253312433658000 ,402619 ,9562211 ,5185532885208 ,105687600 ,5197865118260 ,7961889760378 ,6361386948263 ,38102896032674 ,38717999657109700 ,12855638307471 ,1016161106585280 ,70201086908631100 ,30709214798960100 ,39921564455182300 ,185253312433658000 
238,418724 ,9944700 ,5392954200616 ,109915104 ,5405779722990 ,8280365350793 ,6615842426194 ,39627011873981 ,40266719643394100 ,13369863839770 ,1056807550848690 ,73009130384976300 ,31937583390918500 ,41518427033389600 ,192663444931005000 ,418724 ,9944700 ,5392954200616 ,109915104 ,5405779722990 ,8280365350793 ,6615842426194 ,39627011873981 ,40266719643394100 ,13369863839770 ,1056807550848690 ,73009130384976300 ,31937583390918500 ,41518427033389600 ,192663444931005000 
239,435473 ,10342488 ,5608672368641 ,114311708 ,5622010911910 ,8611579964824 ,6880476123241 ,41212092348940 ,41877388429129900 ,13904658393360 ,1099079852882640 ,75929495600375400 ,33215086726555200 ,43179164114725200 ,200369982728245000 ,435473 ,10342488 ,5608672368641 ,114311708 ,5622010911910 ,8611579964824 ,6880476123241 ,41212092348940 ,41877388429129900 ,13904658393360 ,1099079852882640 ,75929495600375400 ,33215086726555200 ,43179164114725200 ,200369982728245000 
240,452892 ,10756187 ,5833019263386 ,118884176 ,5846891348387 ,8956043163417 ,7155695168171 ,42860576042897 ,43552483966295100 ,14460844729095 ,1143043046997940 ,78966675424390400 ,34543690195617500 ,44906330679314200 ,208384782037375000 ,452892 ,10756187 ,5833019263386 ,118884176 ,5846891348387 ,8956043163417 ,7155695168171 ,42860576042897 ,43552483966295100 ,14460844729095 ,1143043046997940 ,78966675424390400 ,34543690195617500 ,44906330679314200 ,208384782037375000 
241,471008 ,11186435 ,6066340033922 ,123639543 ,6080767002322 ,9314284889954 ,7441922974898 ,44574999084613 ,45294583324946900 ,15039278518259 ,1188764768877860 ,82125342441366000 ,35925437803442200 ,46702583906486800 ,216720173318870000 ,471008 ,11186435 ,6066340033922 ,123639543 ,6080767002322 ,9314284889954 ,7441922974898 ,44574999084613 ,45294583324946900 ,15039278518259 ,1188764768877860 ,82125342441366000 ,35925437803442200 ,46702583906486800 ,216720173318870000 
242,489848 ,11633892 ,6308993635279 ,128585125 ,6323997682415 ,9686856285552 ,7739599893894 ,46357999047998 ,47106366657944800 ,15640849658989 ,1236315359632970 ,85410356139020700 ,37362455315579800 ,48570687262746200 ,225388980251624000 ,489848 ,11633892 ,6308993635279 ,128585125 ,6323997682415 ,9686856285552 ,7739599893894 ,46357999047998 ,47106366657944800 ,15640849658989 ,1236315359632970 ,85410356139020700 ,37362455315579800 ,48570687262746200 ,225388980251624000 
243,509442 ,12099248 ,6561353380690 ,133728530 ,6576957589711 ,10074330536974 ,8049183889649 ,48212319009918 ,48990621324262600 ,16266483645349 ,1285767974018290 ,88826770384581500 ,38856953528203000 ,50513514753256100 ,234404539461689000 ,509442 ,12099248 ,6561353380690 ,133728530 ,6576957589711 ,10074330536974 ,8049183889649 ,48212319009918 ,48990621324262600 ,16266483645349 ,1285767974018290 ,88826770384581500 ,38856953528203000 ,50513514753256100 ,234404539461689000 
244,529820 ,12583218 ,6823807515918 ,139077671 ,6840035893300 ,10477303758453 ,8371151245235 ,50140811770314 ,50950246177233100 ,16917142991163 ,1337198692979020 ,92379841199964800 ,40411231669331200 ,52534055343386300 ,243780721040157000 ,529820 ,12583218 ,6823807515918 ,139077671 ,6840035893300 ,10477303758453 ,8371151245235 ,50140811770314 ,50950246177233100 ,16917142991163 ,1337198692979020 ,92379841199964800 ,40411231669331200 ,52534055343386300 ,243780721040157000 
245,551012 ,13086547 ,7096759816554 ,144640778 ,7113637329032 ,10896395908791 ,8705997295045 ,52146444241127 ,52988256024322400 ,17593828710809 ,1390686640698180 ,96075034847963400 ,42027680936104400 ,54635417557121800 ,253531949881763000 ,551012 ,13086547 ,7096759816554 ,144640778 ,7113637329032 ,10896395908791 ,8705997295045 ,52146444241127 ,52988256024322400 ,17593828710809 ,1390686640698180 ,96075034847963400 ,42027680936104400 ,54635417557121800 ,253531949881763000 
246,573053 ,13610008 ,7380630209216 ,150426409 ,7398182822193 ,11332251745143 ,9054237186847 ,54232302010772 ,55107786265295300 ,18297581859241 ,1446314106326110 ,99918036241881900 ,43708788173548600 ,56820834259406600 ,263673227877034000 ,573053 ,13610008 ,7380630209216 ,150426409 ,7398182822193 ,11332251745143 ,9054237186847 ,54232302010772 ,55107786265295300 ,18297581859241 ,1446314106326110 ,99918036241881900 ,43708788173548600 ,56820834259406600 ,263673227877034000 
247,595975 ,14154409 ,7675855417585 ,156443465 ,7694110135081 ,11785541814949 ,9416406674320 ,56401594091203 ,57312097715907100 ,19029485133611 ,1504166670579160 ,103914757691557000 ,45457139700490500 ,59093667629782900 ,274220156992115000 ,595975 ,14154409 ,7675855417585 ,156443465 ,7694110135081 ,11785541814949 ,9416406674320 ,56401594091203 ,57312097715907100 ,19029485133611 ,1504166670579160 ,103914757691557000 ,45457139700490500 ,59093667629782900 ,274220156992115000 
248,619814 ,14720585 ,7982889634288 ,162701204 ,8001874540484 ,12256963487547 ,9793062941293 ,58657657854851 ,59604581624543400 ,19790664538955 ,1564333337402320 ,108071347999219000 ,47275425288510200 ,61457414334974200 ,285188963271800000 ,619814 ,14720585 ,7982889634288 ,162701204 ,8001874540484 ,12256963487547 ,9793062941293 ,58657657854851 ,59604581624543400 ,19790664538955 ,1564333337402320 ,108071347999219000 ,47275425288510200 ,61457414334974200 ,285188963271800000 
249,644607 ,15309409 ,8302205219660 ,169209252 ,8321949522104 ,12747242027049 ,10184785458945 ,61003964169045 ,61988764889525100 ,20582291120514 ,1626906670898420 ,112394201919188000 ,49166442300050600 ,63915710908373200 ,296596521802672000 ,644607 ,15309409 ,8302205219660 ,169209252 ,8321949522104 ,12747242027049 ,10184785458945 ,61003964169045 ,61988764889525100 ,20582291120514 ,1626906670898420 ,112394201919188000 ,49166442300050600 ,63915710908373200 ,296596521802672000 
250,670391 ,15921785 ,8634293428446 ,175977622 ,8654827502988 ,13257131708131 ,10592176877303 ,63444122735807 ,64468315485106100 ,21405582765334 ,1691982937734350 ,116889969995956000 ,51133099992052600 ,66472339344708100 ,308460382674779000 ,670391 ,15921785 ,8634293428446 ,175977622 ,8654827502988 ,13257131708131 ,10592176877303 ,63444122735807 ,64468315485106100 ,21405582765334 ,1691982937734350 ,116889969995956000 ,51133099992052600 ,66472339344708100 ,308460382674779000 
